CustomerID,Q109_1,QS2,QS3,AGE,hqAge,hqSportsParticipate_1,hqSportsParticipate_2,hqSportsParticipate_3,hqSportsParticipate_4,hqSportsParticipate_98,hqSportsEver_1,hqSportsEver_2,hqSportsEver_3,hqSportsEver_4,hqSportsEver_5,hqSportsEver_6,hqSportsEver_7,hqSportsEver_8,hqSportsEver_9,hqSportsEver_10,hqSportsEver_11,hqSportsEver_12,hqSportsEver_98,hqNumberOfSports_1,hqRun,hqCycle,hqTri,hqRunCycleTri,hqSpend,QS6_1,QS6_2,QS6_3,QS6_4,QS6_5,QS6_6,QS6_7,QS6_8,QS6_9,QS6_10,QS6_11,QS6_98,hqTrack,hqGPS,QS7_1,QS7_2,QS7_3,QS7_4,QS7_5,QS7_6,QS7_7,QS7_8,QS7_9,QS8,hqIndoorTrainer,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,cluster
658,non-sample,1,75,46,7,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,11,2,1,2,1,3,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,2,3,2,3,4,4,2,1,3,3,3,4,4,2,4,5,3,4,3,5,3,3,4,2
659,non-sample,1,75,46,7,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,10,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,2,3,3,3,2,1,2,2,2,4,5,4,4,4,2,4,4,5,4,3,1,2
660,non-sample,1,75,46,7,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,12,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,1,4,4,4,1,2,2,3,4,3,4,4,4,4,3,4,4,5,5,2,4,2
662,non-sample,1,74,47,7,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,6,1,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,3,2,2,2,3,3,3,1
663,non-sample,1,74,47,7,1,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,1,1,1,9,1,1,2,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,6,1,3,4,1,3,1,4,2,4,4,4,3,4,5,4,4,5,3,5,2,2,3,4,4,2
664,non-sample,1,74,47,7,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,11,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,5,1,4,4,3,4,4,4,4,4,3,4,3,5,5,5,3,5,5,5,2,5,1,2,5,1
666,non-sample,1,74,47,7,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,9,1,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,1,4,1,2,4,4,1,4,4,4,2,4,3,3,3,4,4,3,5,1,4,1,5,1
667,non-sample,1,74,47,7,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,6,2,1,2,1,2,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,1,2,2,2,3,2,3,3,3,4,5,5,4,5,4,3,4,3,4,3,3,2
669,non-sample,2,73,48,7,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,9,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,4,1,2,3,2,2,2,2,2,3,3,3,3,3,4,4,4,3,3,4,4,3,3,2,3,2
670,non-sample,1,73,48,7,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,8,1,1,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,5,1,3,4,1,1,3,4,3,2,3,4,4,4,4,4,3,4,2,3,3,1,1,4,3,1
671,non-sample,1,73,48,7,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,3,2,3,2,4,3,3,3,3,2,3,3,4,4,5,5,4,4,4,5,4,2,4,2
672,non-sample,2,73,48,7,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,9,2,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,3,4,2,2,3,2,2,3,3,3,3,3,1,3,1,3,3,1,3,1,2,4,3,1
673,non-sample,1,73,48,7,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,6,2,1,1,1,3,0,0,0,1,1,1,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,5,1,3,3,1,2,2,2,3,2,1,4,4,4,4,4,4,5,3,4,4,4,2,3,5,2
674,non-sample,1,73,48,7,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,9,1,1,1,1,3,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1,2,2,1,3,1,2,1,3,1,2,2,4,4,4,4,5,5,4,3,5,5,2,5,3
675,non-sample,1,73,48,7,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,1,8,2,1,2,1,3,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,6,1,4,4,1,3,2,4,2,1,4,4,4,2,4,1,2,5,4,2,3,1,4,1,1,1
676,non-sample,1,73,48,7,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,9,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,4,4,2,2,3,4,1,1,2,3,4,2,4,4,2,4,5,2,3,2,1,1,2,1
678,non-sample,2,72,49,7,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,4,1,1,2,3,1,4,4,4,4,1,3,4,2,2,4,3,2,4,3,4,1,1
679,non-sample,2,72,49,7,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,4,2,1,4,3,2,1,3,3,2,4,4,3,3,5,4,4,4,3,3,3,2,2
680,non-sample,2,72,49,7,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,9,1,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,1,1,1,1,1,1,1,1,2,1,1,4,5,2,4,4,5,4,4,2,4,1,4,3
681,non-sample,1,72,49,7,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,9,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,2,4,1,2,3,3,3,1,1,4,4,4,5,4,4,5,3,4,5,4,4,3,4,2
682,non-sample,1,72,49,7,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,8,1,1,1,1,3,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,2,2,1,1,1,3,2,3,1,3,2,4,4,4,4,4,4,4,3,3,4,3,3,2
683,non-sample,1,72,49,7,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,4,2,1,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,7,1,3,4,1,1,1,3,2,4,3,2,4,2,4,4,2,5,3,4,3,1,2,4,4,1
684,non-sample,1,72,49,7,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,8,2,1,2,1,3,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,5,1,2,4,1,1,1,2,1,1,2,2,2,4,5,5,4,5,3,5,5,1,1,1,4,3
685,non-sample,2,72,49,7,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,11,1,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,5,1,3,3,3,2,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2
688,non-sample,1,71,50,8,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,11,2,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,5,1,3,4,1,3,4,1,1,3,1,4,4,5,5,4,3,5,5,5,4,3,4,1,4,3
689,non-sample,2,71,50,8,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,8,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,1,4,1,2,2,3,2,3,4,4,3,4,4,3,5,4,4,5,4,4,3,2,2,2
690,non-sample,1,71,50,8,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,10,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,1,1,1,2,1,2,2,2,1,2,2,3,5,5,4,5,5,4,4,5,5,3,4,3
691,non-sample,1,70,51,8,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,7,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,5,1,2,4,2,3,4,4,2,3,3,4,3,2,4,4,2,2,1,2,4,1,2,3,1,1
692,non-sample,1,70,51,8,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,5,2,1,2,1,3,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,5,1,4,4,4,2,2,4,3,3,2,1,2,3,4,4,5,5,2,3,3,1,1,3,2,1
693,non-sample,1,70,51,8,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,6,2,1,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,6,1,2,3,1,3,3,3,2,2,2,4,4,2,4,3,1,4,2,3,4,3,1,2,3,2
694,non-sample,2,70,51,8,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,8,1,1,1,1,3,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,4,1,2,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,4,4,1,1,1,4,2
695,non-sample,1,70,51,8,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,12,2,1,1,1,3,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,1,0,6,1,2,4,1,1,4,4,2,3,4,4,4,2,4,5,3,4,2,5,4,1,2,4,4,1
696,non-sample,1,70,51,8,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,11,2,1,2,1,3,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,6,1,2,4,2,1,2,4,2,3,2,4,3,5,4,4,5,5,2,4,5,3,4,3,4,2
698,non-sample,1,69,52,8,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,6,2,1,2,1,2,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,1,0,1,0,0,0,1,0,5,1,2,4,1,4,4,3,3,3,3,4,3,1,3,3,1,5,2,3,4,5,5,1,2,1
699,non-sample,1,69,52,8,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,1,6,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,3,1,3,3,1,3,2,2,2,3,3,3,3,3,5,4,2,5,4,3,3,2,2,1,3,2
700,non-sample,2,69,52,8,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,11,1,1,1,1,3,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,5,1,2,4,2,2,2,2,1,2,4,2,4,3,3,4,2,2,4,2,3,3,2,3,2,1
704,non-sample,1,68,53,8,NA,1,1,NA,1,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,8,2,1,2,1,2,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,2,3,1,2,3,1,2,1,3,2,3,4,4,4,4,4,3,4,4,2,2,3,2,2
705,non-sample,1,68,53,8,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,12,2,1,1,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,1,3,2,3,2,2,2,3,3,3,5,1,2,5,3,3,2,2,2,4,4,1
706,non-sample,1,68,53,8,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,11,1,1,1,1,3,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,4,1,3,3,1,3,4,3,2,3,3,4,3,4,4,2,5,5,2,4,4,5,5,3,4,2
707,non-sample,1,68,53,8,1,1,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,1,8,1,1,2,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,3,4,4,2,1,3,3,2,1,3,4,4,5,5,3,5,3,4,4,3,3,3,5,2
708,non-sample,2,68,53,8,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,6,2,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,2,3,1,2,3,2,2,2,3,3,3,3,3,4,2,3,3,3,4,4,4,3,4,2
710,non-sample,1,67,54,8,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,1,8,2,1,2,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,4,1,3,4,4,3,4,4,3,3,3,4,4,4,5,5,4,4,1,4,4,5,1,1,3,1
711,non-sample,1,67,54,8,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,4,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,5,1,2,3,1,3,2,2,2,1,2,4,4,4,5,4,3,5,4,4,4,4,3,1,2,2
712,non-sample,1,67,54,8,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,5,1,2,4,1,1,1,4,2,4,2,4,4,4,4,4,3,4,2,3,4,2,1,1,4,2
714,non-sample,1,67,54,8,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,10,2,1,2,1,2,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,5,1,3,3,2,2,2,2,2,2,2,3,3,3,4,4,2,4,2,3,4,4,4,2,4,2
715,non-sample,1,67,54,8,1,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,10,1,1,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,5,1,1,4,2,2,4,3,1,2,1,3,2,3,4,3,3,4,3,4,4,4,4,3,3,2
716,non-sample,1,66,55,9,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,8,2,1,2,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,5,1,3,3,2,2,2,3,2,2,3,3,3,4,5,4,2,4,3,4,4,1,3,1,2,2
718,non-sample,1,66,55,9,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,5,2,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,6,1,2,3,4,2,3,3,2,3,2,3,1,4,5,5,4,4,2,4,4,4,3,3,2,2
719,non-sample,1,66,55,9,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,4,2,1,2,1,3,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,1,1,2,3,1,4,2,4,3,1,3,1,5,2,5,3,5,5,5,5,2,1,3,5,3
720,non-sample,1,66,55,9,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,1,NA,1,1,9,2,1,2,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,4,1,3,4,1,2,3,2,1,4,2,3,2,3,5,5,4,4,3,3,5,5,3,3,4,2
721,non-sample,1,65,56,9,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,6,2,1,2,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,2,NA,1,2,1,3,3,2,2,1,3,3,4,3,5,5,2,4,4,2,4,4,3,1,4,2
722,non-sample,1,65,56,9,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,1,1,8,2,1,2,1,3,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,5,1,1,2,1,2,2,2,2,2,1,3,2,4,4,4,3,4,4,3,4,3,3,3,3,2
723,non-sample,1,65,56,9,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,8,2,1,2,1,3,0,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,5,1,3,4,2,2,1,3,3,1,2,3,4,3,5,5,3,2,2,3,4,2,1,4,4,1
724,non-sample,1,65,56,9,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,NA,1,8,1,1,2,1,3,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,4,1,3,3,1,1,1,3,2,3,3,3,3,4,5,4,4,5,2,4,4,4,4,2,4,2
726,non-sample,2,64,57,9,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,10,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,1,1,1,2,0,1,0,0,1,1,0,1,1,4,1,3,1,1,1,1,4,2,2,1,4,4,5,5,4,5,4,4,4,4,3,4,4,5,3
728,non-sample,1,63,58,9,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,NA,NA,NA,1,8,2,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,4,4,1,4,1,1,1,2,2,4,4,4,4,3,4,5,5,4,5,2,2,1,5,3
729,non-sample,1,63,58,9,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,7,2,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,4,1,3,3,1,3,2,3,2,2,3,2,3,3,5,5,3,5,3,3,4,5,2,2,4,2
730,non-sample,1,63,58,9,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,NA,NA,6,2,1,2,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,6,1,3,4,2,2,3,3,2,2,1,2,2,3,4,3,3,4,2,3,4,3,2,4,4,2
731,non-sample,1,63,58,9,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,10,2,1,2,1,3,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,2,4,3,4,2,1,3,3,4,3,5,5,1,4,2,2,4,5,5,1,2,1
732,non-sample,1,63,58,9,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,6,2,1,2,1,3,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,5,1,3,4,2,3,2,4,2,3,3,3,2,4,4,5,3,4,3,2,3,4,4,4,3,2
734,non-sample,1,62,59,9,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,NA,NA,1,9,1,1,2,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,1,3,1,4,2,1,2,2,1,4,3,3,5,5,1,3,4,2,2,2,4,2,2,1
735,non-sample,1,62,59,9,NA,1,1,NA,1,NA,1,1,NA,1,1,NA,1,1,NA,1,NA,1,8,2,1,2,1,3,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,4,1,3,4,2,2,4,1,3,3,3,3,3,4,4,5,2,4,2,2,3,2,3,1,3,1
736,non-sample,1,62,59,9,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,7,2,1,2,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,3,3,4,4,3,3,3,3,3,3,2,2,3,2,1,3,1,3,4,3,2,3,1
737,non-sample,1,62,59,9,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,5,2,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,1,2,4,1,2,1,4,3,4,2,2,3,2,5,5,2,5,3,3,3,1,1,1,3,1
739,non-sample,1,61,60,10,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,6,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,1,0,5,1,3,4,1,4,4,4,1,4,3,4,4,3,3,4,2,3,3,3,4,3,3,1,4,1
740,non-sample,1,61,60,10,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,6,2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,7,1,1,2,1,2,3,2,3,3,2,3,2,3,3,4,3,4,3,3,3,4,4,3,3,2
741,non-sample,2,61,60,10,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,8,1,1,1,1,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1,2,3,1,2,1,3,2,2,3,4,4,4,4,4,4,4,4,3,3,3,4,2,4,2
744,non-sample,1,60,61,10,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,9,1,1,1,1,2,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,3,1,2,2,4,3,3,2,3,3,4,3,4,3,4,3,4,4,2,2,3,4,2
745,non-sample,1,60,61,10,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,11,2,1,2,1,3,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,5,1,3,2,1,3,3,2,3,2,3,3,4,3,5,4,3,4,4,2,4,4,3,1,4,2
747,non-sample,1,60,61,10,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,6,2,1,2,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,4,1,1,2,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2
748,non-sample,1,59,62,10,NA,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,7,1,2,4,1,2,1,3,3,1,4,3,3,3,4,5,4,4,2,5,5,3,3,2,4,2
751,non-sample,1,57,64,10,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,5,2,1,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,6,1,3,3,1,1,3,1,1,3,2,4,4,5,5,4,4,5,4,5,4,1,2,2,2,3
753,non-sample,1,103,18,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,1,8,2,1,1,1,3,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,NA,NA,1,1,1,2,1,1,3,1,1,4,4,5,5,5,5,5,5,5,5,5,5,1,5,3
756,non-sample,2,101,20,2,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,6,1,3,4,1,1,1,3,2,4,3,4,4,4,4,5,3,5,3,3,5,2,1,1,3,2
